{'offset': -487609773.0, 'RTT': 153340816.0, 'smoothed_offset': -487609773.0, 'smoothed_RTT': 153340816.0, 'drop_rate': 0.0, 'current_system_time': (1589143488.0, 834543943.0), 'adjusted_system_time': (1589143488.0, 346934170.0), 'current_drift': -48024564.70599381, 'average_drift': -48024564.70599381, 'average_RTT': 153340816.0}
{'offset': 675946773.0, 'RTT': 156738282.0, 'smoothed_offset': 189744786.5, 'smoothed_RTT': 146150589.0, 'drop_rate': 4.0, 'current_system_time': (1589161327.0, 83237648.0), 'adjusted_system_time': (1589161327.0, 272982434.5), 'current_drift': 66551559.58856675, 'average_drift': 5991890.225825727, 'average_RTT': 136439966.27926323}
{'offset': 507762628.0, 'RTT': 181578159.0, 'smoothed_offset': 189744786.5, 'smoothed_RTT': 146150589.0, 'drop_rate': 4.0, 'current_system_time': (1589161337.0, 336455821.0), 'adjusted_system_time': (1589161337.0, 526200607.5), 'current_drift': 49870719.457293905, 'average_drift': 6017946.537720899, 'average_RTT': 136466770.4317102}
{'offset': 204136315.5, 'RTT': 139128924.0, 'smoothed_offset': 204136315.5, 'smoothed_RTT': 139128924.0, 'drop_rate': 4.0, 'current_system_time': (1589161347.0, 530910015.0), 'adjusted_system_time': (1589161347.0, 735046330.5), 'current_drift': 20133516.106772803, 'average_drift': 6026323.7303434815, 'average_RTT': 136468350.34480712}
{'offset': 194447042.0, 'RTT': 159877538.0, 'smoothed_offset': 204136315.5, 'smoothed_RTT': 139128924.0, 'drop_rate': 4.0, 'current_system_time': (1589161357.0, 849612474.0), 'adjusted_system_time': (1589161358.0, 53748789.5), 'current_drift': 19138719.071438476, 'average_drift': 6034100.951779481, 'average_RTT': 136482234.79774615}
{'offset': 423923989.0, 'RTT': 149908542.0, 'smoothed_offset': 204136315.5, 'smoothed_RTT': 139128924.0, 'drop_rate': 4.0, 'current_system_time': (1589161368.0, 5956172.0), 'adjusted_system_time': (1589161368.0, 210092487.5), 'current_drift': 41766286.58729445, 'average_drift': 6055281.856127741, 'average_RTT': 136490193.48606995}
{'offset': 45584772.0, 'RTT': 159288407.0, 'smoothed_offset': 204136315.5, 'smoothed_RTT': 139128924.0, 'drop_rate': 4.0, 'current_system_time': (1589161378.0, 197531700.0), 'adjusted_system_time': (1589161378.0, 401668015.5), 'current_drift': 4487004.421352087, 'average_drift': 6054352.78181804, 'average_RTT': 136503699.53672987}
{'offset': -267289439.5, 'RTT': 147613049.0, 'smoothed_offset': 204136315.5, 'smoothed_RTT': 139128924.0, 'drop_rate': 4.0, 'current_system_time': (1589161388.0, 396865606.0), 'adjusted_system_time': (1589161388.0, 601001921.5), 'current_drift': -26340129.270729348, 'average_drift': 6035173.100318604, 'average_RTT': 136510277.00828892}
{'offset': 402441395.5, 'RTT': 159330129.0, 'smoothed_offset': 204136315.5, 'smoothed_RTT': 139128924.0, 'drop_rate': 4.0, 'current_system_time': (1589161398.0, 612583160.0), 'adjusted_system_time': (1589161398.0, 816719475.5), 'current_drift': 39612985.34351427, 'average_drift': 6055041.628273157, 'average_RTT': 136523779.87928995}
{'offset': 102780584.5, 'RTT': 151375055.0, 'smoothed_offset': 204136315.5, 'smoothed_RTT': 139128924.0, 'drop_rate': 4.0, 'current_system_time': (1589161408.0, 818619728.0), 'adjusted_system_time': (1589161409.0, 22756043.5), 'current_drift': 10124794.320290238, 'average_drift': 6057448.341869855, 'average_RTT': 136532562.41927853}
{'offset': 493339100.5, 'RTT': 167205095.0, 'smoothed_offset': -267289439.5, 'smoothed_RTT': 147613049.0, 'drop_rate': 4.0, 'current_system_time': (1589161419.0, 38978338.0), 'adjusted_system_time': (1589161419.0, -228311101.5), 'current_drift': 48522587.6620324, 'average_drift': 6082545.941940874, 'average_RTT': 136550690.39361703}
{'offset': 226649747.0, 'RTT': 155394078.0, 'smoothed_offset': -267289439.5, 'smoothed_RTT': 147613049.0, 'drop_rate': 4.0, 'current_system_time': (1589161429.0, 250785827.0), 'adjusted_system_time': (1589161429.0, -16503612.5), 'current_drift': 22318163.653638966, 'average_drift': 6092135.792922384, 'average_RTT': 136561820.56940344}
{'offset': -220013306.0, 'RTT': 156402111.0, 'smoothed_offset': -267289439.5, 'smoothed_RTT': 147613049.0, 'drop_rate': 4.0, 'current_system_time': (1589161439.0, 417331933.0), 'adjusted_system_time': (1589161439.0, 150042493.5), 'current_drift': -21662524.14934539, 'average_drift': 6075751.696144186, 'average_RTT': 136573532.66528925}
{'offset': -534562604.5, 'RTT': 146982431.0, 'smoothed_offset': -534562604.5, 'smoothed_RTT': 146982431.0, 'drop_rate': 4.0, 'current_system_time': (1589161449.0, 618032932.0), 'adjusted_system_time': (1589161449.0, 83470327.5), 'current_drift': -52681928.65564251, 'average_drift': 6041086.3980015395, 'average_RTT': 136579673.6082596}
{'offset': 141446585.5, 'RTT': 154741526.0, 'smoothed_offset': -534562604.5, 'smoothed_RTT': 146982431.0, 'drop_rate': 4.0, 'current_system_time': (1589161459.0, 827714920.0), 'adjusted_system_time': (1589161459.0, 293152315.5), 'current_drift': 13929117.263875496, 'average_drift': 6045737.359596984, 'average_RTT': 136590382.2476415}
{'offset': 593906873.5, 'RTT': 156006574.0, 'smoothed_offset': -534562604.5, 'smoothed_RTT': 146982431.0, 'drop_rate': 4.0, 'current_system_time': (1589161470.0, 54679632.0), 'adjusted_system_time': (1589161470.0, -479882972.5), 'current_drift': 58478386.083407834, 'average_drift': 6076634.618715318, 'average_RTT': 136601823.72775486}
{'offset': 311234053.0, 'RTT': 157950878.0, 'smoothed_offset': -534562604.5, 'smoothed_RTT': 146982431.0, 'drop_rate': 4.0, 'current_system_time': (1589161480.0, 269318103.0), 'adjusted_system_time': (1589161480.0, -265244501.5), 'current_drift': 30639452.458277583, 'average_drift': 6091100.353603163, 'average_RTT': 136614396.786808}
{'offset': -21543353.0, 'RTT': 147810936.0, 'smoothed_offset': -534562604.5, 'smoothed_RTT': 146982431.0, 'drop_rate': 4.0, 'current_system_time': (1589161490.0, 473190307.0), 'adjusted_system_time': (1589161490.0, -61372297.5), 'current_drift': -2122955.6931903013, 'average_drift': 6086265.712021766, 'average_RTT': 136620986.8628605}
{'offset': -316244383.5, 'RTT': 156836272.0, 'smoothed_offset': -534562604.5, 'smoothed_RTT': 146982431.0, 'drop_rate': 4.0, 'current_system_time': (1589161500.0, 684386491.0), 'adjusted_system_time': (1589161500.0, 149823886.5), 'current_drift': -31136111.18964388, 'average_drift': 6064370.196197257, 'average_RTT': 136632878.20705882}
{'offset': -602427940.5, 'RTT': 148040534.0, 'smoothed_offset': -534562604.5, 'smoothed_RTT': 146982431.0, 'drop_rate': 4.0, 'current_system_time': (1589161510.0, 905988454.0), 'adjusted_system_time': (1589161510.0, 371425849.5), 'current_drift': -59363966.716690294, 'average_drift': 6025905.565443061, 'average_RTT': 136639584.6478542}
{'offset': 702573833.0, 'RTT': 154153824.0, 'smoothed_offset': -21543353.0, 'smoothed_RTT': 147810936.0, 'drop_rate': 4.0, 'current_system_time': (1589161521.0, 107295036.0), 'adjusted_system_time': (1589161521.0, 85751683.0), 'current_drift': 69190780.95305404, 'average_drift': 6063017.713144361, 'average_RTT': 136649875.03525263}
{'offset': 339314938.5, 'RTT': 151961088.0, 'smoothed_offset': -21543353.0, 'smoothed_RTT': 147810936.0, 'drop_rate': 4.0, 'current_system_time': (1589161531.0, 276823282.0), 'adjusted_system_time': (1589161531.0, 255279929.0), 'current_drift': 33423585.40962918, 'average_drift': 6079083.8127899775, 'average_RTT': 136658865.7651204}
{'offset': -207480525.0, 'RTT': 16613722.0, 'smoothed_offset': -207480525.0, 'smoothed_RTT': 16613722.0, 'drop_rate': 4.0, 'current_system_time': (1589161541.0, 349111318.0), 'adjusted_system_time': (1589161541.0, 141630793.0), 'current_drift': -20713639.4352814, 'average_drift': 6063360.383653785, 'average_RTT': 136588416.73708922}
{'offset': 112742958.5, 'RTT': 158560752.0, 'smoothed_offset': -207480525.0, 'smoothed_RTT': 16613722.0, 'drop_rate': 4.0, 'current_system_time': (1589161551.0, 518513917.0), 'adjusted_system_time': (1589161551.0, 311033392.0), 'current_drift': 11098320.052651491, 'average_drift': 6066313.439178124, 'average_RTT': 136601303.7372434}
{'offset': -182566586.5, 'RTT': 151198149.0, 'smoothed_offset': -207480525.0, 'smoothed_RTT': 16613722.0, 'drop_rate': 4.0, 'current_system_time': (1589161561.0, 726707220.0), 'adjusted_system_time': (1589161561.0, 519226695.0), 'current_drift': -17984732.818754476, 'average_drift': 6052215.522262572, 'average_RTT': 136609859.91852286}
{'offset': 185177121.5, 'RTT': 156598330.0, 'smoothed_offset': -207480525.0, 'smoothed_RTT': 16613722.0, 'drop_rate': 4.0, 'current_system_time': (1589161571.0, 938876152.0), 'adjusted_system_time': (1589161571.0, 731395627.0), 'current_drift': 18232198.959078066, 'average_drift': 6059350.837691287, 'average_RTT': 136621569.62565905}
{'offset': 806430562.0, 'RTT': 153378726.0, 'smoothed_offset': -207480525.0, 'smoothed_RTT': 16613722.0, 'drop_rate': 4.0, 'current_system_time': (1589161582.0, 114629268.0), 'adjusted_system_time': (1589161582.0, -92851257.0), 'current_drift': 79424848.0001001, 'average_drift': 6102304.875842579, 'average_RTT': 136631380.60714287}
{'offset': 478503294.0, 'RTT': 154676437.0, 'smoothed_offset': -207480525.0, 'smoothed_RTT': 16613722.0, 'drop_rate': 4.0, 'current_system_time': (1589161592.0, 322557449.0), 'adjusted_system_time': (1589161592.0, 115076924.0), 'current_drift': 47121471.27174881, 'average_drift': 6126306.728619588, 'average_RTT': 136641939.44645992}
{'offset': 176964673.5, 'RTT': 147038698.0, 'smoothed_offset': -207480525.0, 'smoothed_RTT': 16613722.0, 'drop_rate': 3.0, 'current_system_time': (1589161602.0, 527460336.0), 'adjusted_system_time': (1589161602.0, 319979811.0), 'current_drift': 17440031.399001177, 'average_drift': 6132922.941877121, 'average_RTT': 136648019.42222223}
{'offset': -172173360.0, 'RTT': 147673845.0, 'smoothed_offset': 176964673.5, 'smoothed_RTT': 147038698.0, 'drop_rate': 3.0, 'current_system_time': (1589161612.0, 728337526.0), 'adjusted_system_time': (1589161612.0, 905302199.5), 'current_drift': -16966781.020936526, 'average_drift': 6119422.238216797, 'average_RTT': 136654463.50496787}
{'offset': 196527076.0, 'RTT': 156930924.0, 'smoothed_offset': 176964673.5, 'smoothed_RTT': 147038698.0, 'drop_rate': 3.0, 'current_system_time': (1589161622.0, 940224885.0), 'adjusted_system_time': (1589161623.0, 117189558.5), 'current_drift': 19349060.997906618, 'average_drift': 6127149.83095026, 'average_RTT': 136666307.23189253}
{'offset': -59756342.5, 'RTT': 152992248.0, 'smoothed_offset': 176964673.5, 'smoothed_RTT': 147038698.0, 'drop_rate': 3.0, 'current_system_time': (1589161633.0, 155564069.0), 'adjusted_system_time': (1589161633.0, 332528742.5), 'current_drift': -5885589.296275803, 'average_drift': 6120137.140274704, 'average_RTT': 136675837.84530064}
{'offset': 624551927.5, 'RTT': 147505760.0, 'smoothed_offset': 176964673.5, 'smoothed_RTT': 147038698.0, 'drop_rate': 3.0, 'current_system_time': (1589161643.0, 357648849.0), 'adjusted_system_time': (1589161643.0, 534613522.5), 'current_drift': 61547334.12045878, 'average_drift': 6152475.061500017, 'average_RTT': 136682156.3529755}
{'offset': 271866756.5, 'RTT': 149004936.0, 'smoothed_offset': 176964673.5, 'smoothed_RTT': 147038698.0, 'drop_rate': 3.0, 'current_system_time': (1589161653.0, 559556007.0), 'adjusted_system_time': (1589161653.0, 736520680.5), 'current_drift': 26787528.256651938, 'average_drift': 6164507.162488444, 'average_RTT': 136689341.64723033}
{'offset': 98110670.0, 'RTT': 165366650.0, 'smoothed_offset': 176964673.5, 'smoothed_RTT': 147038698.0, 'drop_rate': 3.0, 'current_system_time': (1589161668.0, 824028968.0), 'adjusted_system_time': (1589161669.0, 993641.5), 'current_drift': 9651463.973510489, 'average_drift': 6166539.188602093, 'average_RTT': 136706053.3653846}
{'offset': 323876646.0, 'RTT': 19424439.0, 'smoothed_offset': 323876646.0, 'smoothed_RTT': 19424439.0, 'drop_rate': 3.0, 'current_system_time': (1589161678.0, 898320913.0), 'adjusted_system_time': (1589161679.0, 222197559.0), 'current_drift': 32324875.34307159, 'average_drift': 6181774.0960886795, 'average_RTT': 136637747.24170065}
{'offset': 636570462.0, 'RTT': 151476144.0, 'smoothed_offset': 323876646.0, 'smoothed_RTT': 19424439.0, 'drop_rate': 3.0, 'current_system_time': (1589161689.0, 63110589.0), 'adjusted_system_time': (1589161689.0, 386987235.0), 'current_drift': 62707181.987148054, 'average_drift': 6214675.963312812, 'average_RTT': 136646384.2596042}
{'offset': -290977301.0, 'RTT': 160126210.0, 'smoothed_offset': 323876646.0, 'smoothed_RTT': 19424439.0, 'drop_rate': 3.0, 'current_system_time': (1589161699.0, 397980451.0), 'adjusted_system_time': (1589161699.0, 721857097.0), 'current_drift': -28639142.367504116, 'average_drift': 6194400.327285577, 'average_RTT': 136660043.26236182}
{'offset': 444236822.5, 'RTT': 159434080.0, 'smoothed_offset': 323876646.0, 'smoothed_RTT': 19424439.0, 'drop_rate': 3.0, 'current_system_time': (1589161709.0, 613739967.0), 'adjusted_system_time': (1589161709.0, 937616613.0), 'current_drift': 43726532.305035636, 'average_drift': 6216221.334249386, 'average_RTT': 136673283.98139533}
{'offset': -66297389.0, 'RTT': 14601230.0, 'smoothed_offset': -66297389.0, 'smoothed_RTT': 14601230.0, 'drop_rate': 3.0, 'current_system_time': (1589161719.0, 690351009.0), 'adjusted_system_time': (1589161719.0, 624053620.0), 'current_drift': -6620072.779473017, 'average_drift': 6208762.7089654105, 'average_RTT': 136602353.0958745}
timeout: 63
{'offset': -657743043.0, 'RTT': 13443709.0, 'smoothed_offset': -657743043.0, 'smoothed_RTT': 13443709.0, 'drop_rate': 4.0, 'current_system_time': (1589161739.0, 814312934.0), 'adjusted_system_time': (1589161739.0, 156569891.0), 'current_drift': -32842998.977905374, 'average_drift': 6186084.566290108, 'average_RTT': 136530832.39663184}
{'offset': 443996700.5, 'RTT': 173942566.0, 'smoothed_offset': -657743043.0, 'smoothed_RTT': 13443709.0, 'drop_rate': 4.0, 'current_system_time': (1589161750.0, 15270233.0), 'adjusted_system_time': (1589161750.0, -642472810.0), 'current_drift': 43640574.695573725, 'average_drift': 6207822.517612966, 'average_RTT': 136552545.53279164}
{'offset': 183543093.5, 'RTT': 164457321.0, 'smoothed_offset': -657743043.0, 'smoothed_RTT': 13443709.0, 'drop_rate': 4.0, 'current_system_time': (1589161760.0, 233280181.0), 'adjusted_system_time': (1589161760.0, -424462862.0), 'current_drift': 18057343.122568462, 'average_drift': 6214695.7894255845, 'average_RTT': 136568731.59744778}
{'offset': -63285510.0, 'RTT': 172347784.0, 'smoothed_offset': -657743043.0, 'smoothed_RTT': 13443709.0, 'drop_rate': 4.0, 'current_system_time': (1589161770.0, 463711738.0), 'adjusted_system_time': (1589161770.0, -194031305.0), 'current_drift': -6221327.7941146735, 'average_drift': 6207486.500391648, 'average_RTT': 136589473.07710144}
{'offset': 434490803.0, 'RTT': 20003319.0, 'smoothed_offset': -657743043.0, 'smoothed_RTT': 13443709.0, 'drop_rate': 4.0, 'current_system_time': (1589161780.0, 537890195.0), 'adjusted_system_time': (1589161780.0, -119852848.0), 'current_drift': 43362341.22558777, 'average_drift': 6229013.0674398495, 'average_RTT': 136521926.0585168}
{'offset': -72036260.5, 'RTT': 174805165.0, 'smoothed_offset': -657743043.0, 'smoothed_RTT': 13443709.0, 'drop_rate': 4.0, 'current_system_time': (1589161790.0, 768470525.0), 'adjusted_system_time': (1589161790.0, 110727482.0), 'current_drift': -7079866.329804066, 'average_drift': 6221306.709942893, 'average_RTT': 136544093.53908512}
{'offset': 200807658.5, 'RTT': 153403997.0, 'smoothed_offset': -657743043.0, 'smoothed_RTT': 13443709.0, 'drop_rate': 4.0, 'current_system_time': (1589161800.0, 931374549.0), 'adjusted_system_time': (1589161800.0, 273631506.0), 'current_drift': 19777373.04251186, 'average_drift': 6229151.655737204, 'average_RTT': 136553850.42766204}
{'offset': 917094987.0, 'RTT': 165510654.0, 'smoothed_offset': 434490803.0, 'smoothed_RTT': 20003319.0, 'drop_rate': 4.0, 'current_system_time': (1589161811.0, 152370214.0), 'adjusted_system_time': (1589161811.0, 586861017.0), 'current_drift': 90216322.44703169, 'average_drift': 6277727.231672018, 'average_RTT': 136570598.14517063}
{'offset': 326611264.0, 'RTT': 156643391.0, 'smoothed_offset': 434490803.0, 'smoothed_RTT': 20003319.0, 'drop_rate': 4.0, 'current_system_time': (1589161821.0, 579352378.0), 'adjusted_system_time': (1589161822.0, 13843181.0), 'current_drift': 32157401.951260455, 'average_drift': 6292686.581220913, 'average_RTT': 136582200.91560695}
{'offset': -101889654.0, 'RTT': 162834406.0, 'smoothed_offset': 434490803.0, 'smoothed_RTT': 20003319.0, 'drop_rate': 4.0, 'current_system_time': (1589161831.0, 753702640.0), 'adjusted_system_time': (1589161832.0, 188193443.0), 'current_drift': -10025712.309141407, 'average_drift': 6283259.429926653, 'average_RTT': 136597366.83419988}
{'offset': 171643000.0, 'RTT': 154659033.0, 'smoothed_offset': 434490803.0, 'smoothed_RTT': 20003319.0, 'drop_rate': 4.0, 'current_system_time': (1589161841.0, 919252157.0), 'adjusted_system_time': (1589161842.0, 353742960.0), 'current_drift': 16902881.666652214, 'average_drift': 6289390.851541392, 'average_RTT': 136607795.04792148}
{'offset': 876689524.5, 'RTT': 165835619.0, 'smoothed_offset': 200807658.5, 'smoothed_RTT': 153403997.0, 'drop_rate': 4.0, 'current_system_time': (1589161852.0, 140674591.0), 'adjusted_system_time': (1589161852.0, 341482249.5), 'current_drift': 86238805.87459655, 'average_drift': 6335524.38588822, 'average_RTT': 136624660.49740335}
{'offset': 569539313.0, 'RTT': 151753664.0, 'smoothed_offset': 569539313.0, 'smoothed_RTT': 151753664.0, 'drop_rate': 4.0, 'current_system_time': (1589161862.0, 346565961.0), 'adjusted_system_time': (1589161862.0, 916105274.0), 'current_drift': 56102554.47979318, 'average_drift': 6364225.095284936, 'average_RTT': 136633385.41291812}
{'offset': 99252009.0, 'RTT': 156092644.0, 'smoothed_offset': 569539313.0, 'smoothed_RTT': 151753664.0, 'drop_rate': 4.0, 'current_system_time': (1589161872.0, 508625507.0), 'adjusted_system_time': (1589161873.0, 78164820.0), 'current_drift': 9772656.914333679, 'average_drift': 6366189.609301679, 'average_RTT': 136644601.1239193}
{'offset': -200285073.0, 'RTT': 157264471.0, 'smoothed_offset': 569539313.0, 'smoothed_RTT': 151753664.0, 'drop_rate': 4.0, 'current_system_time': (1589161882.0, 718586683.0), 'adjusted_system_time': (1589161883.0, 288125996.0), 'current_drift': -19718406.818276104, 'average_drift': 6351163.9201152865, 'average_RTT': 136656478.92914745}
{'offset': 196127251.5, 'RTT': 158327818.0, 'smoothed_offset': 569539313.0, 'smoothed_RTT': 151753664.0, 'drop_rate': 4.0, 'current_system_time': (1589161892.0, 929818153.0), 'adjusted_system_time': (1589161893.0, 499357466.0), 'current_drift': 19307040.982913867, 'average_drift': 6358622.686415113, 'average_RTT': 136668955.23258492}
